xml_id	true	pred	corpus_id	modality	text_snippet
doc_435774	left	right	web1	web	UE2016 - Dire non, dire nous. Reconstruire la solidarité et l’émancipation Avec Edwy Plenel, journaliste, essayiste et cofondateur de Mediapart. Débat animé par Manuel Cervera-Marzal. (Le son n’est pas très bon au début, mais cela s’améliore ensuite)
doc_228007	right	left	web1	web	Rocard propose de travailler moins de 35 heures par semaine L’ex-Premier ministre socialiste Michel Rocard a préconisé samedi de remettre le thème du temps du travail «sur la table des négociations entre syndicats et patronat». Il a prôné un abaissement de la durée légale «à moins de 35 heures par s…
doc_516125	left	right	web1	web	365日の冒険 Mindblown: a blog about philosophy. - 人材紹介という仕事は、人と企業を繋ぐ、非常にやりがいのある仕事です。しかし、その裏側には、現場で働く皆さんだか… - 嫌気性接着剤は、酸素が遮断された環境で硬化が進行する特殊な接着剤です。自動車部品や電子機器の組立など、精密さが… - 「子どもを産んだら、自分のことは後回し。」 そんな言葉を耳にすることがあります。 しかし、本当にそうでしょうか… - 皆さん、こんにちは。フードライターの鈴木美佳です。 私が生まれ育った宇都宮の街を歩くと、いつも懐かしい香りが漂… - 「妻のエステサロンデビューを応援した…
doc_014010	left	right	web1	web	Révolution Révolution Dans ce livre publié en novembre 2016, Emmanuel Macron, alors candidat à l’élection présidentielle, raconte pour la première fois son histoire personnelle, ses inspirations, sa vision de la France et de son avenir, dans un monde nouveau qui vit une « grande transformation » com…
doc_400954	left	right	web1	web	Un petit Jésus... laïc ? Le conseil d’État a donné son avis : les crèches de Noël , avec l’âne, le boeuf et le petit Jésus, peuvent être installées dans des mairies ou bâtiments publics, alors que des associations non religieuses avaient porté plainte contre de telles initiatives. Toutefois, selon l…
doc_166317	right	left	web1	web	Face au «techno-libéralisme» de Macron et à «l'extrême droite» de Zemmour et Le Pen, plus de 1500 élus appellent à l'union de la gauche pour la présidentielle 1543 élus, dont Martine Aubry, Carole Delga, Stéphane Troussel…, appellent dans cette tribune à l’union de la gauche pour la présidentielle a…
doc_396882	left	right	web1	web	La vie exemplaire de Jean Sarkozy : Un héros de notre temps La probable nomination de Jean Sarkozy à la tête de l'organisme qui chapeaute le quartier d'affaires de la Défense, dans les Hauts-de-Seine, a fait couler beaucoup d'encre. En effet ce n'est pas tous les jours qu'un jeune de banlieue - le g…
doc_087420	right	left	web1	web	Ammppu Santé Ammppu – Magazine sur la santé A la Une Le choix de la rédaction Les plus populaires Tendances Actuelles En Profondeur Qui sommes-nous ? Passionnés par la nutrition et le bien-être, Paul et moi, Pierre, avons à cœur de partager des conseils éclairés et des informations fiables sur l’ali…
doc_187089	right	left	web1	web	ACAB : un groupuscule menace de mort des policiers à Limoges, Périgueux et Grenoble, directement à leurs domiciles Des policiers et des CRS de Limoges, Périgueux et Grenoble ont découvert, mercredi, des courriers menaçant de mort ou de violences leurs familles. Ces lettres, parfois déposées directem…
doc_265679	right	left	web1	web	Tahar Ben Jelloun : la lutte contre le racisme est l'affaire de l'école Pour le franco-marocain Tahar Ben Jelloun, extirper le racisme passe par “un travail pédagogique au long cours” qui doit être fait à l’école. Il faut introduire la réflexion sur le racisme dans tous les domaines, que ce soit en …
doc_255481	right	left	web1	web	Clandestins : la Cimade dénonce les contrôles de police «au faciès» Dans son rapport 2009 rendu public hier, la Cimade (Service œcuménique d’entraide) dresse un bilan des conditions d’interpellation et de détention des étrangers en situation irrégulière au centre de rétention administratif de Corneb…
doc_244211	right	left	web1	web	Michael Moore accusé de pensées proches de celles de l’extrême droite serait victime de censure pour son documentaire «Planet of the humans» Dans un communiqué envoyé au site américain Deadline, Michael Moore et le réalisateur Jeff Gibbs affirment que leur film documentaire «Planet of the human» a é…
doc_267656	right	left	web1	web	"Musique : ""Adiemus"" Paroles de la chanson du compositeur gallois Karl Jenkins, anciennement claviériste du groupe britannique Soft Machine. Il s’agit là d’un langage imaginaire donc intraduisible. Ariadiamus late ariadiamus da ari a natus late adua A-ra-va-re tu-e va-te a-ra-va-re tu-e va-te a-ra-va…"
doc_350867	left	right	web1	web	Allocution d’Adrien Quatennens à la sortie de l’Elysée Adrien Quatennens, coordinateur de la France insoumise, a tenu une allocution ce mercredi 22 juin 2022 à la sortie du Palais de l’Elysée : « J’ai dit au Président que la Première ministre devait se soumettre à un vote de confiance du Parlement e…
doc_293321	right	left	web1	web	Empêchons les Commissaires de monnayer leur influence ! Stoppons Verheugen ! Empêchons les Commissaires de monnayer leur influence ! Stoppons Verheugen ! Publié par , le 21 septembre 2010. Günter Verheugen fait partie des six Commissaires de l’ancien collège (sur les 13 qui ont quitté l’institution …
doc_418391	left	right	web1	web	Paris Intrusion sur le site d’un bétonneur ! Quelques centaines de personnes ont déboulé sur un site d’un bétonneur sur les quais de Seine en face de Lafarge, les gens ont tout d’abord fait un ravalement de façade au site avec de jolies banderoles, il y a eu plusieurs prises de paroles des orgas co-…
doc_000089	right	left	web1	web	La multipolarité – A Rebours La multipolarité La multipolarité est d'abord un fait. Elle existait dans le système wesphalien qui régissait les rapports entre les puissances, — toutes européennes à l'époque —, du XVIIème siècle au XIXème siècle, sur la base de la souveraineté des États et de l'équili…
doc_208531	right	left	web1	web	Fake News : Quand Sylvain Cypel (Spécialiste USA) affirme que Trump n'a réussi à faire voter aucune loi Sylvain Cypel : «Le bilan est extrêmement faible, Trump ne parvient pas à légiférer, il ne parvient pas à faire passer une loi.» – Interview par Nicolas Demorand, Carine Becard, Françoise Fressoz …
doc_523570	left	right	web1	web	Appel : Pour une scène rap alternative et militante Appel : Pour une scène rap alternative et militante En pleine crise économique accentuant la détresse dans les cités, et d’inaudibilité de la scène hip hop dont une majorité des acteurs porte aujourd’hui un dis- cours consensuel, Skalpel, du groupe…
doc_212008	right	left	web1	web	Provins (77) : faucons et chevaliers reprennent du service La saison touristique 2017 a démarré le 1er avril à Provins. Cela correspond au retour des spectacles quotidiens « Les Aigles des Remparts » et « La légende des Chevaliers ». C’est donc le retour des visiteurs, familles et scolaires en tête,…
doc_183103	right	left	web1	web	Histoire : Alexis Corbière (FdG) : « Lundi 21 janvier, je mange de la tête de veau… » Communiqué d’Alexis Corbière (Front de Gauche) : 220 ans après l’exécution du ci-devant Louis Capet le 21 janvier 1793, on peut encore saluer avec humour, mais enthousiasme intact, la grande portée politique de cet…
doc_202352	right	left	web1	web	"Le Havre : effectuant une démarche administrative au tribunal, il menace le personnel présent et déclare qu'il va revenir ""avec le sabre d'Allah"" pour ""découper la police et la justice"" rL’atmosphère était pour le moins étrange, lundi 23 janvier, au moment de la comparution immédiate d’un sans-domic…"
doc_358349	left	right	web1	web	« L’état d’urgence, c’est débile » L’ancien juge antiterroriste français, Marc Trévidic, a déclaré au journal belge Le Soir : « N’imitez pas la France, l’état d’urgence, c’est débile. » Ce spécialiste de la lutte contre le terrorisme dénonce en effet « les flopées de perquisitions administratives qu…
doc_227739	right	left	web1	web	Méhaignerie veut réduire les allocations chômage Le président UMP de la commission des affaires sociales de l’Assemblée suggère aux partenaires sociaux de réduire le montant et la durée de l’indemnisation chômage. Les économies réalisées seraient affectées à l’emploi des jeunes. Les syndicats sont c…
doc_526594	left	right	web1	web	Lire : Mongin, « Francis Rissin » Lire : Mongin, « Francis Rissin » Depuis des années, on le dit, on l’entend partout, la France va mal. Mais soudain un nom surgit, annoncé par de mystérieuses affiches collées un peu partout : Francis Rissin. Homme providentiel, le leader attendu depuis longtemps, l…
doc_219757	right	left	web1	web	Le MRAP solidaire des Tamouls de France Communiqué du MRAP Le MRAP appelle au rassemblement organisé vendredi 4 février à 14 h, place du Paraguay, par la Maison du Tamil Eelam. Le 4 février 1948, l’Ile de Ceylan accédait à l’indépendance sous le nom de Sri Lanka. Cette date n’est pas celle d’une lib…
doc_331947	left	right	web1	web	Rura, l'association dédiée à la jeunesse rurale RURA, L’ASSOCIATION QUI LUTTE CONTRE LES FRACTURES TERRITORIALES EN PARIANT SUR LES JEUNES DE LA RURALITÉ ET DES PETITES VILLES Tu es élève entre la 4ème et le Bac+3 et tu as grandi dans une zone rurale ou une petite ville de France ? Tu te questionnes…
doc_194420	right	left	web1	web	Besancenot et Mélenchon soutiennent l'appel à la grève générale d'Eric Drouet et de la CGT Invité de Bourdin Direct ce mercredi matin sur BFMTV et RMC, Olivier Besancenot, membre du Nouveau Parti anticapitaliste (NPA), a fait savoir qu’il y aura de nouvelles manifestations de gilets jaunes auxquelle…
doc_031571	right	left	web1	web	Home GlobaLSUMUDFLOTILLA Keep our eyes on the Global Sumud Flotilla #SAILTOGAZA - Watch 24/7 LIVESTREAM OF GLOBAL SUMUD FLOTILLA ** - Al Jazeera Arabic live broadcast ** - Al Jazeera live text updates - Find out which countries are participating - TRACK the flotilla journey - Follow on Instagram Sco…
doc_439325	right	left	web1	web	Fewer than 40% of migrants given deportation orders actually leave Europe In the European Union, less than 40 percent of expelled illegal immigrants eventually return to their country of origin or third country, the European Court of Auditors (ECA) has determined. Since 2008, around 500,000 foreign …
doc_153774	right	left	web1	web	Les industriels souffrent, les banquiers pavoisent La publication, lundi 16 novembre, des résultats d’EADS, dernière entreprise du CAC40 à rendre publics ses comptes trimestriels, montre que la crise n’est pas terminée. Le chiffre d’affaires des quarante plus grands groupes cotés français pour leur …
doc_350719	left	right	web1	web	Les délocalisations le Ministre s’en fiche : il regarde son téléphone Continuez d’utiliser votre téléphone tranquillement, Monsieur le Ministre. Me regardez pas. Me répondez pas. Voilà le mépris que vous avez, pas pour moi, je m’en fous, mais pour les millions de personnes qui souffrent depuis 30 an…
doc_344872	left	right	web1	web	CNews Punchline Mercredi 27 Juin 2018 Alexis Corbière a répondu aux questions de Laurence Ferrari dans l’émission Punchline, sur CNews ce mercredi 27 Juin. Il était face à Bruno Bonnel, député LREM, Jean-Claude Dassier, Christine Kelly, Jimmy Losfeld, Président de la FAGE et Pascal Preau. Ils ont dé…
doc_332869	left	right	web1	web	La Terre du Milieu : un an après les législatives, la France modérée face à l'extrême-droite Le lundi 19 juin 2023 marque le premier anniversaire de l’élection de la nouvelle Assemblée Nationale et l’installation, pour la première fois, de 89 députés du Rassemblement National sur les bancs de l’hémi…
doc_125513	right	left	web1	web	Les Civic Tech et les pouvoirs publics lancent une alliance mondiale pour sauver la démocratie Face à la tentation des extrêmes, à la déconnexion citoyenne vis-à-vis de la politique et à la puissance croissance d’acteurs économiques transnationaux comme les Gafa, une quarantaine de startups et d’org…
doc_214542	right	left	web1	web	"""Le retrait temporaire de MMLP illustre cette approche renouvelée de la politique dont l'élection de Macron est aussi l'expression"" “La députée sortante du Vaucluse, Marion Maréchal-Le Pen, renonce à se présenter aux législatives pour ne pas sacrifier sa vie familiale ; quand tant d’élus, depuis des…"
doc_086958	right	left	web1	web	Bouygues Télécom prévoit des centaines de licenciements Depuis l’arrivée du quatrième opérateur Free Mobile, les opérateurs mobiles historiques Orange, SFR et Bouygues Télécom ont vécu des mois mouvementés et ont dû s’adapter à ce raz de marée. L’arrivée de Free Mobile a engendré des points positifs…
doc_455291	left	right	web1	web	Découvrez l’évènement Tout le monde dans l’entreprise peut être à l’initiative de cette fête qui peut se traduire par de petites actions symboliques mais aussi devenir un événement fédérateur. Les objectifs Depuis plus de 23 ans, la conjoncture et les études n’ont cessé de réaffirmer qu’il existe un…
doc_267182	right	left	web1	web	L’Etat brade les forêts françaises aux multinationales Les services de l’Etat, chargés de conserver et développer les ressources de nos forêts, succombent aux sirènes du lobby industriel : dans le Lot, soixante-dix hectares de vergers à graines forestiers vont être vendus pour destruction à une mult…
doc_183076	right	left	web1	web	« La ville de Gardanne (13) et son maire ont choisi d’accueillir des populations Roms » Le Collectif aixois pour les Droits et la Dignité des Roms, des Immigrés et des Sans-Papiers (CADDRIS) salue l’attitude courageuse de la ville de Gardanne et de son maire qui ont choisi d’accueillir des populatio…
doc_466013	left	right	web1	web	Sud éducation 95 condamne les délations de mineur-e-s dans les écoles, collèges et lycées - Sud Éducation 95 Lundi 2 novembre a eu lieu, dans des conditions d’impréparation déplorables, l’hommage à notre collègue assassiné Samuel Paty. Dans de nombreux établissements, cet hommage a donné lieu à des …
doc_218774	right	left	web1	web	Remédions à la fracture culturelle française ! Par Rony Brauman, Philippe De Lara, Alain Finkielkraut, Marcel Gauchet, Jean-Luc Gréau, Catherine Grémion… L’élection présidentielle, nous en approchons au milieu d’une inquiétude collective et d’une confusion que les hommes politiques devraient avoir à…
doc_227008	right	left	web1	web	"Rennes : Des migrants roumains ""victimes de leurs compatriotes"" La famille R. , venue de Roumanie, fait régner sa loi sur les migrants de son pays qui arrivent à Rennes. Elle se charge d’accueillir les nouveaux venus et les aide notamment à trouver un logement. Ce serait plutôt sympathique si ce ser…"
doc_295784	left	right	web1	web	Mort du chanteur engagé chilien Angel Parra - EX Front Syndical de Classe Hommage et occasion de rappeler que l'impérialisme des Etats-Unis et l'impérialisme occidental n'ont jamais laissé aucune tentative de construire une véritable alternative au capitalisme et à l'exploitation se dérouler sans qu…
doc_207750	right	left	web1	web	Pierre Tartakowsky (LDH) : « dans certains endroits, la police agit comme une force d’occupation du territoire » « Force est de constater que dans certains endroits, la police agit comme une force d’occupation du territoire et elle confond contrôle et humiliation, attaque Pierre Tartakowsky de la LD…
doc_414791	left	right	web1	web	Mayotte : « le droit du pauvre est un mot creux » (L'Internationale) La loi Asile et Immigration, sur le point d'être adoptée au Parlement, est faite pour rendre la vie des migrants plus difficile en France métropolitaine... mais aussi à Mayotte. Une partie du texte vise spécialement les 20 000 Como…
doc_438581	right	left	web1	web	Renaissance catholique - Renaissance Catholique Une femme exceptionnelle pour un homme d’exception Pendant que les médias du service public faisaient semblant de déplorer, du bout des lèvres, … Eglise universelle : Treize ans prisonnier des communistes Jean-Marie Schmitz, président de l’Association …
doc_380760	left	right	web1	web	C’est la Bérézina Après 31 mois de gel, les pensions de retraite viennent d’être revalorisées de 0,1 %. Pour une pension de 1 000 euros, l’augmentation sera de 1 euro, soit un rattrapage de 3 centimes par mois de gel. Hollande n’a pas intérêt à aller serrer des mains dans les maisons de retraite.
doc_296610	left	right	web1	web	Video de la alocución de Raúl Castro Ruz Juan Raul Rivera Olivas dijo: 1 26 de noviembre de 2016 05:02:14 Giuseppe dijo: 2 26 de noviembre de 2016 05:34:59 Thiago dijo: 3 26 de noviembre de 2016 06:15:41 Heberto Ruiz Morales dijo: 4 26 de noviembre de 2016 06:16:53 Gladys Ovando Burgos dijo: 5 26 de…
doc_106124	right	left	web1	web	On Israeli Genocidal Inclinations and The Jewish Problem — Gilad Atzmon thoughts and music A brief interview with FILELEFHTERROS, Cyprus * Do you have any comments on the bloodshed in the Gaza Strip? Gilad Atzmon: It is agonizing to watch the brutality of the Israelis, but it was predictable. Israel…
doc_367204	left	right	web1	web	Qatar : bagne meurtrier Amnesty international vient de dénoncer le refus du Qatar d’enquêter sur les causes de la mort de milliers de migrants travaillant sur les chantiers de la prochaine Coupe du monde de football. Ce silence officiel arrange bien les rois du béton comme Bouygues ou Vinci, ainsi q…
doc_243762	right	left	web1	web	L'immigration vue de l'autre côté de la Méditerranée « L’amitié franco-marocaine » est un poncif des discours des chefs de l’État français, des consuls et ambassadeurs. Mais du point de vue des Marocains, les choses ne sont pas si simples. Et pour preuve, le 6 décembre 2019, le journal casaoui Telqu…
doc_508454	left	right	web1	web	Sondage : 9% des jeunes Polonais ont une image positive de l’Église catholique Scandales de pédocriminalité, connivence avec le PiS au pouvoir, abolition du droit à l’avortement… L'image de l'Église catholique semble durement écornée en Pologne, notamment auprès des jeunes . . .
doc_159344	right	left	web1	web	Moi et ma banque Alors que les situations de surendettement se multiplient, la réalisatrice Isabelle Vigouroux montre de l’intérieur le durcissement de la relation entre les banquiers et leurs clients. Pour comprendre l’impact de la crise déclenchée voici un an, Isabelle Vigouroux explore de l’intér…
doc_416948	left	right	web1	web	สล็อตเว็บตรง ls-container โปรโมชั่นหลากหลาย เมื่อพูดถึงแพลตฟอร์ม ที่ตอบโจทย์นักเดิมพันอย่างแท้จริง ls-container สล็อตเว็บตรง ถือเป็นตัวเลือกที่ไม่ควรมองข้าม ด้วยข้อเสนอโปรโมชั่นหลากหลาย ที่ออกแบบมาเพื่อเอาใจสมาชิก ทั้งเก่าและใหม่ คุณจะได้พบกับโบนัสฝากเงินครั้งแรก เครดิตเพิ่มฟรี และกิจกรรมพิเศษ ที่จั…
doc_442387	right	left	web1	web	Number of welfare recipients in Netherlands continues to rise Number of welfare recipients in Netherlands continues to rise The number of people in the Netherlands receiving welfare benefits continues to rise, Statistics Netherlands reported on Thursday. Between June 2016 and June 2017, this group i…
doc_348174	left	right	web1	web	Alexis Corbière BFMTV News et Compagnie Alexis Corbière était hier soir dans l’émission de Nathalie Lévy, sur BFMTV, face à Bruno Jeudy. Il a notamment été interrogé sur le Grand Débat du Président Emmanuel Macron, la Loi anti casseur de Castaner ainsi que sur la polémique Estrosi/Schiappa.
doc_515478	left	right	web1	web	La chambre régionale des comptes va passer au crible le plan Marseille en grand La chambre régionale des comptes va passer au crible le plan Marseille en grand La chambre régionale des comptes a décidé d'ausculter le plan Marseille en grand, dans le cadre de son évaluation des politiques publiques. …
doc_239609	right	left	web1	web	Covid-19 : un laboratoire vétérinaire pouvant faire 1000 tests par jour propose son aide à l'État, qui refuse à cause de la frontière entre médecine humaine et animale […] Mais voilà, ce laboratoire « vétérinaire » interdépartemental essuie pour le moment un refus des pouvoirs publics avec, comme ar…
doc_140074	right	left	web1	web	Soutenez Vardon Sur ce site vous trouverez toutes les informations concernant les persécutions judiciaires contre le responsable identitaire. Rappelons tout de même qu’il y a un mois la Cour d’Appel d’Aix-en-Provence a prononcé près de 50 000 euros d’amende, huit mois de prison avec sursis et deux a…
doc_467765	left	right	web1	web	Les industries françaises agissent pour l'emploi en France - ANIA Ceci est notre biographie Les industries françaises agissent pour l’emploi en France Auteur L'industrie fabrique les emplois de demain Elles souhaitent rappeler que les industries françaises proposent des solutions pour résoudre le ch…
doc_347163	left	right	web1	web	Débat sur France Culture : Sous-estime-t-on la menace identitaire ? J’étais invitée sur @franceculture, avec Nicolas Lebourg et Alexandre Devecchio, dans l’émission Le Temps du Débat. Le thème : « A-t-on sous-estimé la #Menace#Identitaire ». Lien vers le replay de l’émission
doc_453064	left	right	web1	web	Phyto-Victimes - Aide aux professionnels victimes des pesticides La problématique des victimes des pesticides nous concerne tous et toutes et chaque don compte alors merci de votre soutien ! Vos dons sont déductibles des impôt à hauteur de 66% Après déduction fiscale : Un don de 20€ vous coûte réell…
doc_339996	left	right	web1	web	Convention citoyenne pour le climat – qu’en pensent les Français ? | YouGov 64% des Français ont déjà entendu parler de la Convention citoyenne pour le climat (72% des hommes contre 57% des femmes). L’opinion des Français sur cette initiative Dans le cadre de la Convention citoyenne pour le climat, …
doc_240555	right	left	web1	web	"Santé publique : ""Big Pharma, labos tout-puissants"" Plus riches et plus puissantes que jamais, les firmes pharmaceutiques orientent la recherche et le remboursement des soins. Enquête sur une industrie hors de contrôle, dont les intérêts ne coïncident pas toujours avec les impératifs de santé publiq…"
doc_294289	right	left	web1	web	Le groupement partisan بسم الله الرحمن الرحيم Le groupement partisan (At-takattul Al-hizbi) Traduction Française à partir de l’arabe 1446 AH - 2024 EC Depuis le 13ème siècle Hijri (19ème siècle Grégorien), de nombreux mouvements visant la renaissance de la Oumma ont été constitués. Toutes leurs tent…
doc_178312	right	left	web1	web	Enrichissons-nous de nos mutuelles ressemblances En 2012, l’université de Cambridge publiait une étude analysant les rapports entre les PDG et les conseils d’administration des 250 plus grandes entreprises françaises, de 1994 à 2001, en fonction de leur appartenance ou non à une grande école (ici). …
doc_294835	left	right	web1	web	Une synergie nécessaire entre acteurs FLOSS Une synergie nécessaire entre acteurs FLOSS En Auvergne Rhône-Alpes, l’écosystème du Numérique Libre est très vivant. Nous comptons notamment des structures très actives comme : Malgré cette activité, aucune communauté d’entreprises spécialisées FLOSS n’av…
doc_342738	left	right	web1	web	Mixité sociale et scolaire - Quel levier pour quel projet ? Autre version disponible Ni impression ni illusion, la ségrégation existe aujourd’hui bel et bien dans les établissements scolaires. Cette ségrégation fait de la France le pays de l’OCDE dans lequel le milieu social des élèves conditionne l…
doc_453979	left	right	web1	web	Nano-/microplastiques dans le cerveau : une étude révèle des niveaux alarmants, surtout chez les patients atteints de démence ⇧ [VIDÉO] Vous pourriez aussi aimer ce contenu partenaire Nano-/microplastiques dans le cerveau : une étude révèle des niveaux alarmants, surtout chez les patients atteints d…
doc_363100	left	right	web1	web	La recrudescence de la rougeole en Europe La rougeole, que l'on croyait quasiment éradiquée en Europe, revient en force : le nombre de cas recensés par les médecins généralistes en France ne cesse d'augmenter depuis ces dernières années : 604 en 2008, 14 000 en 2011. Ce n'est pas une maladie bénigne…
doc_181142	right	left	web1	web	«A quand le démariage pour tous ?» Texte de Luc Vaillant dans Libération. Il serait temps de faire voler en éclats cette vieillerie religieuse codifiée par Napoléon, qui ne correspond plus à l’état des affections, des fornications et des procréations. A quoi sert-il de solenniser un serment d’exclus…
doc_187664	right	left	web1	web	Roumanie : pour les 30 ans de la révolution, retour à Timisoara, première ville libérée du communisme (Màj) 17/12/2019 Timisoara a été le berceau de la contestation. 16/12/2019 En 1989, le peuple roumain parvenait à faire chuter le dictateur communiste Nicolae Ceausescu. Trois décennies plus tard, l…
doc_522510	left	right	web1	web	Lire : Guillou, « La fabrique de violence » Lire : Guillou, « La fabrique de violence » La Fabrique de violence, roman largement inspiré de l’expérience de son auteur, retrace deux ans de la vie d’Erik, un adolescent confronté à la violence dès son plus jeune âge. L’histoire se passe dans la Suède d…
doc_135241	right	left	web1	web	Furieux d'avoir été critiqué sur les Droits de l'Homme, le Prince d'Arabie Saoudite expulse l'ambassadeur du Canada et gèle les relations commerciales entre les 2 pays «Coup de froid diplomatique entre Rihad et Otawa. L’Arabie Saoudite a décidé d’expulser l’ambassadeur du Canada, toute relation comm…
doc_016547	left	right	web1	web	Sénégal notre pirogue Le Kènèdougou, « pays de la lumière », est le nom du royaume qui, dans les marches historiques de l'ancien empire du Mali, a mené le combat ultime contre l'armée coloniale française. Sénégal notre pirogue ISBN: 9782708707825Prix Robert Delavignette de l'Académie d'Outre-Mer 200…
doc_375940	left	right	web1	web	Et pour vous ce sera ? Un Sarko-Vodka ! Deux chaînes de télévision belges ont diffusé une vidéo du début de la prestation de Nicolas Sarkozy devant la presse internationale, lors du sommet du G8. Celle-ci montre le président français dans un état ressemblant fort à l'ébriété. Commentaire du présenta…
doc_398203	left	right	web1	web	Ton univers impitoyaaaaaaable Juppé-le-Médiateur, sitôt arrivé, est reparti car Copé-la-ventouse s'accroche à son siège. Tandis que Fillon-le-Maudit le menace des foudres de la justice et que Sarkozy-le-Revenant s'agite en coulisse. Larry Hagman, l'acteur qui jouait le méchant dans la série Dallas, …
doc_350174	left	right	web1	web	Mineurs isolés : nous avons un devoir d’humanité Michel LARIVE était l’invité de Cnews le mardi 29 septembre 2020 : Extrait 1 : Mineurs isolés : nous avons un devoir d’humanité « Nous avons un devoir d’humanité. Nous sommes le pays des droits de l’homme. Je suis universaliste, je donne la même impor…
doc_344422	left	right	web1	web	Fric fac de la Macronie à Montpellier ? Communiqué de Pascale Le Néouannic, candidate aux élections européennes Après l’affaire Benalla qui a mis en lumière les passe-droits et privilèges que s’accordent le président de la République et ses proches, c’est aujourd’hui encore un ancien garde du corps …
doc_143895	right	left	web1	web	Inscriptions à l'Université : le tirage au sort, «une vaste hypocrisie antirépublicaine» Tribune de Jean-Loup Salzmann, président de la Conférence des présidents d’université (CPU) et Gilles Roussel, président de l’université Paris-Est Marne-la-Vallée et président de la commission Formation et inser…
doc_295246	left	right	web1	web	Informations sur :la Centrale UGTG Son site : Page d’accueil du site UGTG Sa Biographie :L’UGTG est un construit social en filiation de 1802, des hommes et des femmes qui se sont réunis pour refuser toutes les indignités et singulièrement le rétablissement de l’esclavage. Plus d’informations à la ru…
doc_508398	left	right	web1	web	Équipe de France U19 : Mahamadou Diawara renvoyé à l’OL… à cause du Ramadan ? Équipe de France U19 : Mahamadou Diawara renvoyé à l’OL… à cause du Ramadan ? La FFF aurait décidé de renvoyer l’international U19 français Mahamadou Diawara à Lyon après que ce dernier ait refusé d’accepter de ne pas jeûn…
doc_333981	left	right	web1	web	Jaurès et les migrations | Les Rendez-vous de l'histoire Jaurès et les migrations Proposée par la Fondation Jean-Jaurès et la Société d’études jaurésiennes. Partir, à l’époque de Jaurès, c’est l’émigration mesurée vers l’empire colonial ou l’immigration de travailleurs, d’Europe ou de pays plus loin…
doc_467692	left	right	web1	web	Le taux de chômage reste stable en Iran, à 9,2 % au 1e trimestre Le taux de chômage, chez la population iranienne économiquement active de plus de 15 ans, reste stable en Iran à 9.2% au premier trimestre, selon un rapport de l’agence de statistiques du gouvernement iranien. IRNA– Le Centre statistiq…
doc_452099	right	left	web1	web	Sieben Asyl-Betreuungsstellen werden stillgelegt Österreich weist bei Erstanträgen von Asylwerbern heuer den zweitstärksten Rückgang unter den 28 EU-Staaten auf. Zudem sind bis Ende Juli mehr als 3000 Menschen freiwillig in ihre Heimatländer zurückgekehrt, weitere 4067 Personen wurden zwangsweise au…
doc_459273	left	right	web1	web	Espace investisseurs | Clariane Espace investisseurs Communiqués financiers Emission obligataire additionnelle de 100 M€ (obligations à échéance 2030), portant le montant total à 500 M€ Résultats semestriels 2025 Clariane place avec succès une émission obligataire de 400 millions d’euros Notre visio…
doc_410987	left	right	web1	web	Immigration : Les patrons veulent des immigrés, quand ça les arrange Au moment où Sarkozy veut «doubler les reconduites à la frontière», comme il l'a indiqué dans une circulaire envoyée aux préfets le 22 octobre, le Conseil économique et social vient de donner ses conclusions en matière d'immigratio…
doc_264437	right	left	web1	web	Jeu : Dr Panda Supermarché Réalisé par TribePlay, Dr Panda : Supermarché est un jeu éducatif, à destination des enfants, dans lequel nos bambins pourront s’épanouir et apprendre, tout en s’amusant. Dans cet opus, il sera possible de prendre part à 10 mini-jeux différents, comme trouver des produits …
doc_169874	right	left	web1	web	Pour Eric Coquerel (LFI), Eric Zemmour est de «tradition» fasciste et «une machine à protéger le capitalisme» Eric Zemmour, simple contre-feu d’un système capitaliste menacé ? C’est la vision défendue vendredi 24 septembre par par Eric Coquerel, député de Seine-Saint-Denis Eric Coquerel (LFI) au len…
doc_525022	left	right	web1	web	Comprendre les transitions de genre : Changer de sexe à l’état civil Comprendre les transitions de genre : Changer de sexe à l’état civil Deuxième article de la série sur les luttes trans : après les traitements hormonaux le mois dernier, changeons de registre et parlons d’état civil. Avoir des pièc…
doc_276301	right	left	web1	web	"Bernard-Henri Lévy : Les trois composantes du ""nouvel antisémitisme"", une ""bombe atomique morale"" Texte de Bernard-Henri Lévy sur les trois composantes de “l’antisémitisme d’aujourd’hui” . L’effet de haine en sera, évidemment, multiplié. Il y a là une triple mèche pour une bombe à retardement terrib…"
doc_296099	left	right	web1	web	[COMMUNIQUÉ DE PRESSE] Laissez les journalistes travailler en toute sécurité - Club de la Presse Nantes Atlantique Ce samedi 14 septembre avait lieu à Nantes une manifestation à l’appel de plusieurs groupes nationaux de Gilets jaunes. Avant et pendant cet “Acte 44” des Gilets Jaunes, émaillé de viol…
doc_406779	left	right	web1	web	Une exposition des photos d'Élie Kagan L'exposition des photos d'Elie Kagan (1928-1999), photographe engagé à l'extrême gauche, porte sur deux thèmes : « 17 octobre 1961, une journée portée disparue », sur la manifestation violemment réprimée par la police et longtemps occultée sera commentée par l'…
doc_275136	right	left	web1	web	Le RSA va encore augmenter de 2% lundi 1er septembre Le RSA «socle», pour les bénéficiaires exclus de tout emploi, progressera le 1er septembre de 2% pour s’élever à 509,30 euros. Cette hausse impactera également le RSA «activité», qui sert de complément à un petit salaire. […] Cette revalorisation …
