xml_id	y_true	y_pred	corpus_id	modality	text_snippet
doc_222688	right	left	web1	web	Tarbes : La vidéosurveillance permet de confondre l'agresseur Samedi 5 mars, au petit matin, une bagarre éclate rue Despourrins à Tarbes, au cours de laquelle un jeune homme est blessé au couteau. La vidéosurveillance a permis de confondre 
doc_090717	right	left	web1	web	Пожар в доме сына Симоненко: залитый водой пол, обгоревшие подушки и беспорядок В результате пожара в доме сына Петра Симоненко в поселке Гостомель Киевской области, который произошел накануне, помещение было повреждено. Как стало известно,
doc_294790	left	right	web1	web	Live Macau : Live Draw Toto Macau, Result Macau Pools, Live Draw Macau, Togel Macau Hari Ini Live Macau : Live Draw Toto Macau, Result Macau Pools, Live Draw Macau, Togel Macau Hari Ini Live macau yang merupakan salah satu fitur tersedia un
doc_366723	left	right	web1	web	Valence en état de siège Samedi 2 février, une manifestation des gilets jaunes était prévue à Valence dans la Drôme. Elle se voulait une réponse à la participation de Macron au « grand débat » de Bourg-lès-Valence, au cours duquel il s’étai
doc_157479	right	left	web1	web	Mazamet, couvre-feu, sécurité privée et Policiers Municipaux Le Syndicat National des Policiers Municipaux vient de mettre en demeure le Maire de Mazamet de faire immédiatement cesser l’application d’un arrêté municipal par une société de s
doc_203241	right	left	web1	web	Des militants de LFI ont collecté des informations sur certains de leurs « camarades » signataires d’une tribune critique de la gestion de l’affaire Quatennens ; la CNIL saisie Études, positions politiques, profil… : des militants de La Fra
doc_453728	left	right	web1	web	XY Média : 1er média audiovisuel transféministe en France par XY Media XY Média : 1er média audiovisuel transféministe en France Réussi 2 636 Contributions 08/07/2021 Date de fin 91 326 € Sur 12 000 € 761 %
doc_420017	left	right	web1	web	Délibérée N° 1 Peut-on critiquer la justice ? La justice est-elle une affaire trop sérieuse pour être confiée à ses seuls professionnels ? En tout cas, les critiques en place publique, quelle que soit leur justesse, sont légion. Ce qui n'em
doc_218248	right	left	web1	web	Ian Brossat, Catherine Vieu-Charier (PCF) : «Marcel Bigeard n'a pas sa place aux Invalides» Ian Brossat, président du groupe PCF-PG au Conseil de Paris et Catherine Vieu-Charier, adjointe (PCF) au maire de Paris chargée de la mémoire dénonc
doc_031479	right	left	web1	web	Edito Matières Premières La totalité des surfaces céréalières européennes avoisinerait 50,67 millions d’hectares... Suivre l'actualité économique Articles récents - En 2025, le cours de l’or perce tous les plafonds - Assurance décennale, co
doc_193021	right	left	web1	web	Alfortville (94) : les sans-papiers de Chronopost rassemblés devant la mairie Les intérimaires sans-papiers de Chronopost se sont rassemblés devant la mairie d’Alfortville pendant qu’une délégation était reçue pour une table ronde. Une délé
doc_264587	right	left	web1	web	Collioure (66) : La pénurie d'anchois menace les saleurs Scientifiques, pêcheurs et surtout conservateurs d’anchois sont perplexes. L’anchois n’est pas au rendez-vous de cette campagne 2014, en Méditerranée, dans le golfe de Gascogne comme 
doc_031495	right	left	web1	web	Keneseth Israel Congregation | Jewish Synagogue in Louisville, KY We look forward to seeing you at our upcoming events, services, and classes! Please take a look at our calendar for a full listing of everything that’s coming up at KI. See y
doc_089112	right	left	web1	web	News360x – Actualités alternatives, vérifiées par la communauté Indépendant Pas de partis pris éditoriaux imposés, pas de lobbying. Le travail de sélection est public et argumenté. News360x repère, vérifie et organise les informations peu c
doc_346798	left	right	web1	web	« Les ouvriers ça fait 40 ans qu’ils s’en prennent, des gifles ! » Le président de la République viendra-t-il chez Whirlpool ? Quel ministre ne fuira pas ? Il n’y aura pas de gifle, vous le savez. Il n’y aura pas de farine. Les ouvriers de 
doc_518684	left	right	web1	web	A Contre Courant : Opération Sarkonimo : goupillée ! A Contre Courant : Opération Sarkonimo : goupillée ! Au Fouquet’s, en terrasse, à midi, mi-mai. Les mets et les vins sont délicieux. Mais l’ambiance, dégueulasse. Tout le contraire de cel
doc_389447	left	right	web1	web	Suicide d’un jeune migrant : le gouvernement responsable Arrivé en France en octobre dernier après avoir traversé la Libye et l’Italie, Denko Sissoko venait d’apprendre, après deux mois et demi d’attente, que les services de la protection d
doc_246799	right	left	web1	web	Mistral gagnant Lorsque la Russie a rendu public son souhait d’acquisition de Bâtiments de Projection et de Commandement (BPC) Mistral, la France a répondu par l’affirmative. Rapidement pourtant, des voix se sont élevées, exprimant des réti
doc_349712	left	right	web1	web	Retailleau foule aux pieds le devoir de neutralité qu’exige sa fonction ! Communiqué du groupe LFI-NFP Nous apprenons que le ministre de l’Intérieur Bruno Retailleau assistera le 17 mai prochain à la béatification de l’abbé Camille Costa de
doc_108533	right	left	web1	web	Tour Anniversaire E&R – 10ans Tour Anniversaire E&R – 10ans Adresse du lieu de conférence : Restaurant Servella 1976, route de grenoble, sur la RD 6202 direction Digne. 06670 Castagniers les Moulins www.cultpop.fr/plan Dans le cadre du Tour
doc_251016	right	left	web1	web	«Hardy», co-fondateur de Lutte ouvrière est mort... il y a un an Il a vécu et il est mort dans le secret : Robert Barcia, alias Hardy, co-fondateur du parti trotskiste Lutte ouvrière, est décédé le 12 juillet 2009 à Créteil. Sa mort n’a été
asr1-MUyRT4aiw48	right	left	asr1	asr	Alors le vivant c'est la journée de la nouvelle droite de la femme, on est international des droits de la femme. Pourquoi est-ce qu'on fait partie même en Manini ? C'est un engagement qu'on a appris lors de nos trédictions avec M. Floquet o
asr1-vnuRnH3E9as	left	right	asr1	asr	... On voulait aussi, par cette chorégraphie, c'est amener un peu de joie, de fête, parce que, oui, on a un gouvernement qui met en place aussi un système de plus en plus autoritaire avec des violences policières aussi dans les manifestatio
doc_161975	right	left	web1	web	"Yoga, reiki, cours de mandala... Une association de défense contre les mouvements sectaires alerte sur les risques de l'introduction de certaines pratiques ""new age"" dans les établissements scolaires À l’occasion de la rentrée des classes, "
doc_375390	left	right	web1	web	Effondrements miniers : Les maisons se fissurent... pas les fortunes patronales Dans toute la Lorraine, des centaines de maisons ouvrières sont menacées par des effondrements miniers, et leurs occupants, souvent âgés, obligés d'aller vivre 
doc_519306	left	right	web1	web	Communiqué de presse de la Légal Team Strasbourg Communiqué de presse de la Légal Team Strasbourg Cet après midi (31 mars 2009), trois personnes de nationalités allemandes ont été bloquées 5 heures à la frontière franco allemande proche de 
doc_351091	left	right	web1	web	Stop au tripatouillage électoral : la NUPES doit être reconnue Communiqué de la Nouvelle Union Populaire Écologique et Sociale En plein remaniement, le ministère de l’intérieur a procédé en toute opacité à une refonte des nuances politiques
doc_279279	right	left	web1	web	Angelina Jolie au pays des bons et des méchants Les partisans de la vérité en seront pour leur frais, les incultes et les faussaires de l’histoire y verront une belle mise en scène de l’horreur et de la barbarie. Au pays du sang et du miel 
doc_383351	left	right	web1	web	Fil-rouge : Télé-réalité La police a, tout d'un coup, découvert dix-sept islamistes très dangereux, selon ses dires, qu'elle a été cueillir aux aurores dans différentes villes du pays. Cette intervention surprise n'a cependant pas surpris l
doc_247527	right	left	web1	web	Avec ces mains-là Film de 1950 produit par USIS (United States Information Service). L’histoire du syndicalisme américain à travers la vie professionnelle d’un ouvrier tailleur. Ce documentaire de fiction se compose d’un long flash-back. Da
doc_435748	left	right	web1	web	POING hebdo : le racisme d'Etat s'en prend aux élèves Reprendre la main médiatique par une polémique raciste, sortir de la séquence de révolte sociale par la division de notre classe, pousser encore le spectre politique vers l’extrême droit
doc_453383	left	right	web1	web	JE SUIS NANTES REVOLTEE Nous avons découvert ce matin que le site NANTES REVOLTEEE était assigné en justice par le syndicat ALLIANCE POLICE et le préfet de Loire-Atlantique pour le détournement d’affiches de la campagne gouvernementale pour
doc_523846	left	right	web1	web	Chroniques du travail aliéné : Marie-Rose, « vendeuse de prestations intellectuelles » Chroniques du travail aliéné : Marie-Rose, « vendeuse de prestations intellectuelles » La chronique mensuelle de Marie-Louise Michel (psychologue du trav
doc_295122	left	right	web1	web	Témoignage de Sabrina et de son conjoint très atteints par le Covid-19 traités avec IVERMECTINE, ZINC… Adhésion Vidéos récentes - Documentaire « Liberté » 2021 (Covid, enquête vaccin, société…) - Covid-19 : Les technologies vaccinales à la 
doc_388936	left	right	web1	web	… mais ce n’est pas gagné Après sa déculottée à la présidentielle et aux législatives, le PS prépare sa « refondation », avec une nouvelle direction dont fait partie Julien Dray. Première étape : faire un bilan. L’échec du PS est-il lié au 
doc_374151	left	right	web1	web	À quand l’obligation de tenir ses promesses ? Dans un rapport pompeusement intitulé « Libérer l’engagement des Français et refonder le lien civique », remis mercredi 15 avril à François Hollande, le président de l’Assemblée nationale Claud
doc_362089	left	right	web1	web	Inde : Vague de protestations contre le viol d'une jeune femme En Inde, une étudiante en kinésithérapie de 23 ans, accompagnée de son compagnon, a été prise à partie dans un bus par un groupe de six hommes qui l'ont violée et battue avant d
doc_333240	left	right	web1	web	Miski Noor : violences en ligne à l’égard des femmes Je gère notre page Black Lives Matter sur Twitter. Je vois tous les jours les messages haineux déposés sur la page et les horreurs adressées aux organisateurs et organisatrices noir-e-s. 
doc_349471	left	right	web1	web	Le président de la République ne peut imposer à la France un emblème confessionnel Communiqué de Jean-Luc Mélenchon le 11 octobre 2017 Monsieur le Président, vous n’avez pas le droit d’imposer à la France un emblème européen confessionnel. 
doc_469002	left	right	web1	web	Mort d’un bébé accueilli dans une micro-crèche à Lyon - Les pros de la petite enfance Mort d’un bébé accueilli dans une micro-crèche à Lyon Le drame est survenu mercredi matin peu après l’ouverture de la crèche à 7h30, une petite fille de 1
doc_281358	right	left	web1	web	Qatar : et maintenant Total Le Qatar poursuit ses investissements en France. Après le sport, les hôtels, les droits télévisés de football et l’industrie, cet émirat du Moyen-Orient a en effet mis des billes dans Total. Le Qatar est devenu l
doc_294947	left	right	web1	web	La SCOP Saluterre est un bureau d'étude en paysage & système alimentaire Inclusion sociale, coproduction, autonomisation Paysage nourricier et écologique: - Systèmes alimentaires territoriaux, PAT - Agricultures urbaines, fermes urbaines - 
doc_520863	left	right	web1	web	Dico anti-partiarcal : Qu’est ce que le genre ? Dico anti-partiarcal : Qu’est ce que le genre ? Chaque mois, un mot ou une expression passée au crible par la commission antipartiarcat. Le genre est une notion apparue dans les années 1970 da
doc_259215	right	left	web1	web	Les prix de l’énergie explosent, de plus en plus d’usines restreignent leur production ou l’arrêtent, des dizaines de milliers d'entreprises sont menacées De plus en plus d’entreprises, grandes et petites, annoncent restreindre leur product
doc_286966	right	left	web1	web	Les candidats UMP dépassés par leurs propres électeurs ! Lancés sur le terrain depuis deux semaines, les candidats UMP à l’Assemblée nationale n’en reviennent pas : leurs électeurs sont plus à droite qu’eux. Résultat : même les tenants d’un
doc_512252	left	right	web1	web	Base des bassins de vie 2012 Base des bassins de vie 2012 Le bassin de vie constitue le plus petit territoire sur lequel les habitants ont accès aux équipements et services les plus courants. On délimite ses contours en plusieurs étapes. On
doc_121818	right	left	web1	web	Cinéma : « La Loi du marché » Quand Thierry, enfin, retrouve un boulot (vigile dans un supermarché pour un salaire que l’on devine de misère), d’autres « problèmes » surviennent. Chargé de surveiller les clients et les caissières, ce héros 
doc_137771	right	left	web1	web	France : une université de pointe Extrait de la présentation de la licence : «Le métier de clown (…) implique une formation de haut niveau, dans le cadre d’une institution publique qui en garantisse l’exigence et la perennité. L’université 
doc_356346	left	right	web1	web	Noyer le poisson dans un déluge d'annonces et de démentis Un curieux concert de multiples cassandres s'est encore élevé dans les médias pour enterrer l'âge légal de la retraite à 60 ans. Le quotidien Le Parisien, dans un bandeau chapeautant
doc_382005	left	right	web1	web	Diversité : Démagogue, un dur métier ! La campagne sur « la laïcité et l'islam » lancée par l'UMP pour couper l'herbe sous les pieds du Front National n'est pas du goût de tout le monde, en particulier de la fraction de l'électorat de droit
doc_118664	right	left	web1	web	"Musique : ""Mécanisation"" Paroles de la chanson du groupe Île de France Demain un robot fera ta part de boulot T’iras pointer au chômage ! Remplacé par un outil qui travaille sans trêve Qui n’est jamais malade et qui ne fait pas la grève T’i"
doc_118526	right	left	web1	web	Montpellier : les odeurs intenables des roms sur la ligne 9. «Il faut accepter les différences» (màj) 9 avril Pour Dominique Granier, délégué syndical FO, «les Roms de la ligne 9 constituent un danger sanitaire. C’est une véritable infectio
doc_409707	left	right	web1	web	Paris 8e : un “triangle d’or” bien vide La dernière école maternelle du quartier des Champs-Élysées, dans le 8e arrondissement de Paris, a encore perdu une classe en cette rentrée : le nombre d’enfants ne cesse de chuter. Ce quartier des Ch
doc_452920	left	right	web1	web	Municipales 2020 | Les premiers résultats Ils et elles sont élu.e.s au premier tour Martial Bourquin à Audincourt Célia Monseigne à Saint-André-de-Cubzac Anne-Lise Dufour à Denain David Marti au Creusot Laurent Suau à Mende Christian Lapreb
doc_381230	left	right	web1	web	Hygiène dentaire : L'État économise sur la santé des enfants Les fonds attribués par l'État au programme de prévention et d'éducation à l'hygiène dentaire « M'T dents » sont supprimés pour trois ans. C'est ce qui ressort de la convention d'
doc_293796	right	left	web1	web	Turkey (Traduit) L'Autorité turque de régulation du marché de l'énergie (EPDK) a annoncé une augmentation des tarifs de l'électricité de 20 % pour les groupes d'abonnement résidentiels et de 50 % pour les groupes d'abonnement industriels. D
doc_373093	left	right	web1	web	La population soutient une famille expulsée Lundi 13 Août, une famille originaire du Kosovo a été convoquée à la gendarmerie en vue d’une expulsion vers Pristina. Installée à Angirey près de Gray, en Haute-Saône, depuis deux ans, elle a épu
doc_455243	left	right	web1	web	"No country for old Koreans: Moon faces senior poverty crisis SEOUL -- At age 70, Son is not asking for much. The Seoul resident just wishes he had 10,000 won, or about $9, to live on per day. ""That's all I want,"" he said. A South Korean man"
doc_217261	right	left	web1	web	Les transports publics gratuits en ville, une idée qui avance et qui divise Faut-il rendre gratuits les transports en commun ? Ce débat, rallumé au début des années 2000 par le RATP (Réseau pour l’abolition des transports payants), revient 
doc_390733	left	right	web1	web	Laboratoires Servier : Une corruption de plus en plus évidente Le scandale du Mediator a, au-delà des dégâts qu'a provoqués ce médicament, permis de lever un coin de voile sur la soumission de l'État aux intérêts des grands groupes pharmace
doc_455771	left	right	web1	web	Le navire de transport de l’US Navy « Yuma » accoste à Alger - DIA Le navire de transport de l’US Navy « Yuma » accoste à Alger DIA-23 mars 2021: Le navire de transport de l’US Navy – USNS Yuma (T-EPF 8), spécialisé dans le soutien logistiq
doc_509362	left	right	web1	web	Communiqué de la direction de Guyane la 1ère Dans le cadre de sa visite en Guyane le Garde des Sceaux Gérald Darmanin, a répondu à une question d’un journaliste de Guyane la 1ère dans les termes suivants « vous êtes journaliste, d’abord en 
doc_268350	right	left	web1	web	Tilly-Sabco : Pour emprunter aux banques, l'entreprise doit s'aligner sur les prix brésiliens A Guerlesquin, le PDG de Tilly-Sabco, abattoir de poulets, a annoncé que son entreprise a 3 mois pour trouver un équilibre de prix du poulet expor
doc_357316	left	right	web1	web	Misogynie Un député UMP du Vaucluse s'est vu retirer 1 378 euros sur ses indemnités parlementaires pour avoir, à plusieurs reprises, interpellé la députée qui présidait une séance de l'Assemblée en l'appelant « Madame le président » au lieu
doc_169966	right	left	web1	web	Projet de loi de finances 2022 : le budget consacré aux banlieues en hausse de 45 M€ Le budget consacré à la politique de la ville dans le projet de loi de finances pour 2022 présenté le 22 septembre est en hausse de 45 M€. Des financements
doc_091715	right	left	web1	web	Six Arrested After Police Execute Search Warrant Six Arrested After Police Execute Search Warrant A notorious Lefferts Avenue drug den was raided by the NYPD on Thursday night and a large stash of drugs was found. Five people were taken int
doc_181715	right	left	web1	web	Vivre et voyager sans argent Raphaël, pourquoi as-tu décidé de vivre sans argent? Tenais-tu simplement à faire un pied de nez au capitalisme ou avais-tu des raisons plus profondes? Durant mon périple sans argent entre la Hollande et Mexico,
doc_088629	right	left	web1	web	Accueil – French Morning À l’aube, la ville de Chicago s’éveille tout juste, dans une brume légère. Sur l’un des quais de la gare d’Union Station, une file de voyageurs, valises à la main, se forme... DERNIÈRES NEWS Les évènements à venir J
doc_237840	right	left	web1	web	Payés 40 euros la journée ou la nuit de travail, des travailleurs sans papiers occupent le futur siège du journal Le Monde Une cinquantaine de travailleurs sans papiers occupaient pacifiquement jeudi 27 janvier le chantier du nouveau siège 
doc_290993	right	left	web1	web	ITS World Congress Birmingham Innovating Tomorrow's Mobility Join the world’s most influential transport innovation event in Birmingham, the next ITS World Congress in the EMEA region. Network with 15,000 global experts and industry leaders
doc_020502	left	right	web1	web	VIES ET DOCTRINES DES PHILOSOPHES DE L'ANTIQUITÉ SUIVIES DE LA VIE DE PLOTIN PAR PORPHYRE TRADUCTION NOUVELLE PAR M. CH. ZEVORT ANCIEN ÉLÈVE DE ÉCOLE NORMALE, TOME PREMIER, PARIS, CHARPENTIER, LIBRAIRE-ÉDITEUR, 17, RUE DE LILLE. 1847 VIES E
doc_236370	right	left	web1	web	Il y a près de 300.000 SDF en France, selon la Fondation Abbé-Pierre Le nombre de sans domicile fixe n’a jamais été aussi élevé en vingt ans. “Le chiffre actuel tourne autour de 300.000 SDF, annonce le délégué général de la Fondation Abbé-P
doc_287777	right	left	web1	web	Les retraités pauvres, un «rempart contre l'extrême droite»? Pour Serge Guérin, sociologue, professeur à l’ESG-Management school, et Christophe Guilluy, géographe, directeur du bureau d’études MAPS, il faut agir rapidement pour que les «ret
doc_088688	right	left	web1	web	Searchlight Magazine Jodie Scott – better known online by her moniker ‘Missus Kent’ and dubbed the ‘pound shop Lily Allen – is being platformed by Spotify which is hosting her anti-migrant songs, and one which contains grossly defamatory al
doc_360176	left	right	web1	web	La police indulgente envers les siens En 2019, lors de la Fête de la musique à Nantes, Steve Maia Caniço s’était noyé lors d’une violente charge de la police contre des jeunes. Cinq ans après, grâce à la ténacité des proches de la victime, 
asr1-ojr0SQ8gRp0	right	left	asr1	asr	... Les pesseurs organisent ces départs en sachant qu'ils ne sont pas arrêtés. Donc je pense que si longtemps que cette situation en Libye perdura le flux de microns, nous aurons de plus de microns. Nous avons 6 vaisseaux en mer similaires 
doc_376176	left	right	web1	web	Racket à grande vitesse Alors que le prix des billets de train a augmenté de près de 15 % en un an, les rendant difficilement accessibles aux familles populaires, la SNCF fait un très petit geste. Elle ne baisse pas le prix des billets, mai
doc_282071	right	left	web1	web	La SNCF délocalise ses activités informatiques en Europe de l’Est et en Espagne Localisée à Lille et à Lyon, une partie des activités informatiques de l’entreprise publique de chemins de fer vient d’être confiée à des sous-traitants basés e
doc_325039	left	right	web1	web	Analyses de marché Les REIT présentent une opportunité de diversification intéressante dans un contexte d’incertitude économique et de variations potentielles des taux d’intérêt. Analyses de marché Nos dernières réflexions sur les thèmes qu
doc_274587	right	left	web1	web	Solange Bied-Charreton : « Nous sommes jeunes et fiers » Solange Bied-Charreton présente son ouvrage “Nous sommes jeunes et fiers” paru aux éditions Stock. Avoir trente ans dans les années 2010, c’est subir le poids et la culpabilité du pas
doc_455009	left	right	web1	web	La stérilisation forcée des personnes trans* viole les droits humains. | Transgender Network Switzerland Le 6 Avril 2017, la Cour européenne des droits de l’homme a condamné la France car elle oblige les personnes transgenres à subir une in
doc_349947	left	right	web1	web	Formation des jeunes : les décrocheurs sont les principales victimes des mesures austéritaires Audition en commission Culture/Education sur le rapport au gouvernement concernant l’obligation de formation des jeunes de 16-18 ans. « Dans un p
doc_144288	right	left	web1	web	"Laurent Mucchielli : ""Il n'y a pas d'explosion de la violence"" Le Point du 2 juin 2016. “Au cours de ces vingt dernières années, les homicides ont diminué de moitié. Durant la même période, les agressions physiques non mortelles sont global"
doc_219800	right	left	web1	web	« Les migrations climatiques peuvent être bénéfiques face au réchauffement » Les hommes fuient des conditions économiques difficiles, des régimes politiques répressifs ou des régions où la guerre fait rage. Mais avec les années, ils devront
doc_111451	right	left	web1	web	Brie (35) : Une entreprise bretonne fournit des containers pour la « jungle » de Calais Des containers neufs, transformés en habitation, avec des portes, des fenêtres, des cloisons, de l’électricité, du chauffage… une mini ville à monter en
doc_383838	left	right	web1	web	La pyramide des richesses lourde à porter Une étude du Boston Consulting Group recense 17 millions de foyers millionnaires en dollars sur la planète en 2014, en tenant compte du patrimoine financier et non immobilier, contre 15 millions en 
doc_012391	left	right	web1	web	Ce blog est temporairement indisponible Ce blog est temporairement indisponible Le nom de domaine ou l’abonnement premium de ce blog n’a pas été renouvelé, ce qui explique cette interruption. Dans certains cas, le blog peut également être p
doc_352654	left	right	web1	web	"Dernières publications Dernières publications NOS PUBLICATIONS GRANDS CARACTÈRES Les bons caractères mettent désormais à la disposition de leurs lecteurs et lectrices, des versions ""grands caractères"" de leurs éditions, destinées aux mal-vo"
doc_182881	right	left	web1	web	"Jacques Blamont : ""La machine s'est emballée"" (Màj Vidéo) Addendum du 31/01/2013 : Vidéo intégrale de l’intervention. La technologie avance à une telle vitesse que toutes les structures sociales mondiales sont bouleversées. Dans son ouvrage"
doc_170866	right	left	web1	web	Les petites retraites agricoles revalorisées de 100 € en moyenne mais pas celles des conjoints restant à 555 euros/mois Les petites retraites agricoles seront revalorisées à compter du 1er novembre. Ce vendredi, Jean Castex l’a confirmé, lu
doc_261062	right	left	web1	web	Pascal Canfin, eurodéputé LREM (ex-EELV), appelle à «traquer toute consommation superflue d’énergie» et à «changer nos habitudes» Le président de la commission environnement du Parlement européen, Pascal Canfin (LREM, ex EELV), estime « néc
doc_333220	left	right	web1	web	Arts et différenciations Par BloomTime, la maison des arts du Groupe Les Temps Nouveaux Et si les Arts permettaient de mieux préparer les temps nouveaux ? BloomTime, la maison des arts du Groupe Les Temps Nouveaux, est née de cette idée : l
doc_519900	left	right	web1	web	Incendie de l’hotel Ibis de Strasbourg : la version des faits donnée par la police remise en cause par de nombreux témoignages. Incendie de l’hotel Ibis de Strasbourg : la version des faits donnée par la police remise en cause par de nombre
doc_386787	left	right	web1	web	Un député pas si Carrez Depuis l'affaire Thévenoud, on a appris qu'on pouvait être député, secrétaire d'État et être atteint de « phobie administrative » au point d'en oublier de payer impôts et loyer. On apprend maintenant qu'un autre dépu
doc_368268	left	right	web1	web	Patriat : ça déménage… Le sénateur ex-socialiste désormais macroniste François Patriat est monté au créneau pour défendre le report à 65 ans de l’âge du départ en retraite. Et d’expliquer que désormais les maçons, couvreurs ou déménageurs é
doc_010829	right	left	web1	web	Mentions Légales MENTIONS LÉGALES Conformément aux dispositions de la loi n° 2004-575 du 21 juin 2004 pour la confiance en l'économie numérique, il est précisé aux utilisateurs du site La Cocarde Etudiante l'identité des différents interven
doc_143750	right	left	web1	web	Interviews relues : Ce moment où les journaux choisissent leur camp « On comprend pourquoi ils sont subventionnés » : c’est la réaction lapidaire d’un tweeto à notre enquête de cette semaine, sur la pratique de la relecture d’interviews par
doc_249109	right	left	web1	web	Clandestins et NPA vs Ligue de Défense Juive ? Lu sur Bellaciao : Nous vous avions déjà parlé de l’action menée par les grévistes sans-papiers de Multipro-Ménilmontant, le 11 février 2010. Vendredi 19 février, les sans-papiers et leur colle
doc_219410	right	left	web1	web	Des femmes de gendarmes manifestent Une cinquantaine de femmes de gendarmes mobiles ont bloqué temporairement les accès mercredi matin de la caserne Marguerite à Rennes pour protester contre la dissolution annoncée de l’escadron de 115 homm
doc_110250	right	left	web1	web	Danish Police: Up to 50,000 illegal immigrants living in Denmark Translated by Nicolai Sennels: “The border is down, midieval in town”. In Greece one out of twelve citizens are an illegal immigrant. Translated by Nicolai Sennels, Jyllands-P
doc_242316	right	left	web1	web	«Remettre l’économie sur pied ne doit pas se faire au détriment de la transition écologique» (Edito du Monde) Editorial du Monde sur la reprise économique qui ne devra pas se faire au détriment de la transition écologique. La pandémie due a
doc_109506	right	left	web1	web	About The European Heritage Alliance 3.3 is an informal European sectoral platform composed of 50 European or international networks and organisations active in the wider field of cultural heritage. The Alliance was launched in June 2011 on
doc_522127	left	right	web1	web	Poésie : Choix Poésie : Choix 31 mai 2020 par / 655 vues Poésie Confiner étrange mot aux limites mal définies Pour enfermer les maux Quel remède que ce mot insidieux Confiner Toucher aux confins être très proche de Si proche qu’ Qu’il faill
doc_452632	left	right	web1	web	Les parlementaires socialistes réagissent au discours de politique générale Elisabeth Borne présentait hier son discours de politique générale devant les député·e·s puis plus tard dans la soirée, devant les sénatrices et les sénateurs. Les 
doc_014430	left	right	web1	web	Page not found - Audit Citoyen 404 We're sorry, but we can't find the page you were looking for. It's probably some thing we've done wrong but now we know about it and we'll try to fix it. In the meantime, try one of these options:
doc_102233	right	left	web1	web	Our Work: How We Drive Global Impact at Gates Foundation Our impact so far Places Program strategies Our Gender Equality Division works to ensure women and girls in Africa and South Asia can enjoy good health, make their own choices, earn t
doc_242015	right	left	web1	web	L’ombre du grand procès post-virus Depuis le début de la pandémie, les plaintes contre les ministres s’accumulent auprès de la Cour de justice. Et pèsent de plus en plus sur l’action politique. Surtout, « ne pas dire de bêtises, car nous ne
doc_346187	left	right	web1	web	Réaction aux meurtres d’Orlando J’ai d’abord attendu de savoir qui revendiquait les meurtres d’Orlando. J’étais préoccupé de l’attribution à Daech, après que le père de l’assassin a démenti l’initiative religieuse, tant j’ai d’angoisse que 
doc_509346	left	right	web1	web	Le Conseil du CERN réagit à l'invasion de l'Ukraine par la Russie Les 23 États membres du CERN condamnent, dans les termes les plus énergiques, l'invasion militaire de l'Ukraine par la Fédération de Russie, et déplorent les pertes humaines 
doc_277458	right	left	web1	web	Témoignage : Être à la rue quand on a 20 ans (Màj vidéo) Addendum du 11/12/2012 : Un nouveau départ pour André Paroles de la chanson “Casse sociale” du groupe Vae-Victis Ton cas est bien trop banal Pour qu’on s’intéresse à toi Tu es né au m
doc_434595	left	right	web1	web	Perpignan - Rassemblement contre la falsification de l'histoire franco-algérienne Rassemblement samedi 29 octobre à 11h, place Molière à Perpignan Ci-dessous reproduite la déclaration unitaire Non à l’esplanade Pierre-Sergent ! Refusons la 
doc_349095	left	right	web1	web	Mélenchon rend hommage aux victimes de l’esclavage Article publié dans Ouest France Jean-Luc Mélenchon, candidat de la France insoumise à la présidentielle, a appelé samedi à un « devoir d’insoumission » contre la « servitude » et les « pri
doc_294828	left	right	web1	web	Gros déploiement policier pour évacuer la faculté des Tanneurs Une dizaine de fourgons de CRS, des flics armés de fusils d’assaut, les gros bras d’une entreprise de sécurité... Ce mercredi 22 janvier vers 6h30, une opération de police a été
doc_467632	left	right	web1	web	Montpellier : une personne interpellée pour avoir brandi une banderole “ACAB” - Le Poing Montpellier : une personne interpellée pour avoir brandi une banderole “ACAB” Le 5 mai, le préfet de l’Hérault ordonnait l’enlèvement d’une banderole a
doc_466005	left	right	web1	web	Gouvernement Djerad III : Qui sont les nouveaux ministres ? Le président de la République, Abdelmadjid Tebboune, a procédé, dimanche, à un léger remaniement ministériel. Il a maintenu Abdelaziz Djerad à la tête de l’exécutif, il a réduit le
doc_265381	right	left	web1	web	Les Santons de Provence Ces petits personnages de terre appartiennent à l’histoire de la Provence. Ils racontent la résistance populaire aux interdictions des messes de minuit lors de la révolution de 1789. Après la Révolution française qui
doc_237444	right	left	web1	web	St-Denis (93) : les écoliers privés de repas de Noël suite à la grève surprise de CGT et de Sud. Le maire (PS) avait invité des parents au repas sans en avertir au préalable les syndicats Alors que le mouvement de grève dans les cantines av
doc_400824	left	right	web1	web	Délinquance : Faire dire aux chiffres ce qu'on veut Un rapport de l'Inspection générale de l'administration révèle que, depuis une dizaine d'années, avec une apogée sous la présidence de Sarkozy, les actes de délinquance ont été systématiqu
doc_435533	left	right	web1	web	Cycle “histoire” à l'université d'été Le cycle “histoire” est organisé autour de plusieurs pôles. Le premier tourne autour de la Deuxième guerre mondiale, avec dimanche En France, occupations d'usines et continuité de l’État, avec Patrick L
doc_172224	right	left	web1	web	Dose de proportionnelle : la promesse de campagne de 2017 de Macron pourrait être ajoutée aux promesses pour 2022 La mise en place de la proportionnelle à l’Assemblée nationale, c’est pourtant le grand combat de François Bayrou. C’était mêm
