xml_id	label_true	label_pred	label_raw	corpus_id	modality	text_snippet
doc_463421	left	right	moniquederrien_com	web1	web	SUICIDES TROUBLANTS DE DEUX INFIRMIÈRES À LA MÉDECINE DU TRAVAIL DE REIMS - Monique Derrien DEUX SUICIDES EN QUINZE JOURS Deux infirmières du SMIRR, le Service Médical Interprofessionnel de la Région de Reims, viennent de se suicider à 15 jours d’intervalle. La plus jeune d’entre était âgée de 46 an
doc_177459	right	left	fdesouche_com	web1	web	Montmartre : Le rassemblement contre Starbucks interdit par la préfecture Communiqué de l’association Paris Fierté La préfecture de police a notifié hier soir aux organisateurs l’interdiction du rassemblement festif place des Abbesses, prévu le samedi 9 février à 15h30 contre l’ouverture du magasin 
doc_363182	left	right	worldbank_org	web1	web	Centres de rétention : La fermeture n'est pas au programme ! Des associations d'aide aux migrants viennent de s'élever contre la persistance de conditions d'enfermement indignes pour les étrangers en situation irrégulière, traités comme des délinquants. Elles publient le bilan 2011 des détentions et
doc_393879	left	right	worldbank_org	web1	web	Immigrés clandestins : L’Europe va «mutualiser» ses expulsions par charters Les ministres de l'Intérieur des cinq principaux pays de l'Union européenne -France, Italie, Espagne, Grande-Bretagne et Allemagne- réunis à Évian dans le cadre du «G5» sur la sécurité, ont décidé de mettre en commun leurs e
doc_418388	left	right	noblogs_org	web1	web	Genève (Suisse) Un groupe de personnes en combinaisons blanches s’est introduit sur un site Holcim, près de de Genève Holcim est l’entreprise suisse la plus polluante. Elle fait des ravages partout dans le monde. L’opposition à Holcim est devenue un symbole de la lutte écologique tant cette entrepri
doc_253481	right	left	fdesouche_com	web1	web	Enfants-esclaves en Haïti Reportage diffusé en mai 2006 sur TF1 : (Merci à Croissant Beurre) Les restavecs sont des enfants de familles rurales pauvres, donnés par leurs parents à des familles plus aisées dans l’espoir qu’ils échapperont à la misère grâce à l’éducation. Mais la réalité est tout autr
doc_110016	right	left	leahkaminsky_com	web1	web	About About Leah Leah Kaminsky’s debut novel The Waiting Room won the Voss Literary Prize and was shortlisted for the Helen Asher Award (Vintage Australia 2015, Harper Perennial US 2016). Her second novel, The Hollow Bones (Vintage) won the 2019 International Book Awards in both Literary Fiction & H
doc_352466	left	right	actionpopulaire_fr	web1	web	Signalement d'une irrégularité — Action Populaire Signalement d'une irrégularité Ce formulaire vous permet de signaler tout incident dans le déroulement des opérations électorales que vous signalez. Merci de fournir de façon précise : - la commune où est survenue l'incident - les circonstances exact
doc_414411	left	right	worldbank_org	web1	web	Christian Marchet, candidat Lutte Ouvrière Ancien ouvrier automobile originaire de Dijon. Aucun mandat, déjà candidat en 2022. Sa proposition forte en lien avec le territoire : « Se présenter ici a du sens pour moi. C’est une circonscription où il y a des traditions ouvrières et je pense qu’à ce niv
doc_109580	right	left	grandremplacement_org	web1	web	Sample Page Improve Your Life. Today! We seek out partnerships with many of the world’s top hardware, software This is an example page. It’s different from a blog post because it will stay in one place and will show up in your site navigation (in most themes). Most people start with an About page th
doc_434985	left	right	npa_lanticapitaliste_org	web1	web	Paris - Marche contre les LGBTI+phobies MARCHE CONTRE LES LGBTI+PHOBIES DIMANCHE 31 JANVIER A 13H PLACE DE LA REPUBLIQUE La manif pour tous appelle à manifester partout en France ce week-end alors que la loi sur la PMA passe en deuxième lecture au Sénat. Un contre-rassemblement est appelé ce dimanch
doc_331795	left	right	bouddhisme_france_org	web1	web	L'UBF : Fédération des Associations Bouddhistes de France Vous trouverez ici des informations sur le Bouddhisme et les lieux de pratique en France adhérents de l’UBF. Sur notre site également : des actualités, des accès directs et bien d’autres ressources.
doc_105982	right	left	enedis_fr	web1	web	Le compteur Linky, l’allié d’une consommation responsable | Enedis Besoin d'un coup de pouce ? Sélectionnez un des mots-clés les plus recherchés : En tant que service public de la transition écologique, nous vous aidons à réduire votre consommation d’électricité. Dans ce but, nous avons lancé, en 20
doc_417604	left	right	lugusgirum_com	web1	web	Lux Henri de Toulouse-Lautrec - Elles Raphaël - L'Amour et les trois Grâces Raphaël - Vénus et l'Amour dans une niche Henri de Toulouse-Lautrec - Femme à sa glace , La glace à main Henri de Toulouse-Lautrec - Femme couchée , Réveil Henri de Toulouse-Lautrec - Étoiles filantes Henri de Toulouse-Lautr
doc_107786	right	left	glamour_com	web1	web	The New Miss USA Sounds an Awful Lot Like Donald Trump Though Donald Trump may no longer own the Miss USA beauty pageant, he can rest easy knowing that his former venture is following his own political message. As Vanity Fair reports, the newly crowned Miss USA Kara McCullough more or less echoed th
doc_294640	left	right	medespoir_ch	web1	web	Medespoir Suisse: Agence Tourisme Medical et clinique chirurgie Esthetique Tunisie Medespoir Suisse : Organisation séjour médical et chirurgie esthétique en Tunisie MedEspoir est une agence de tourisme médical spécialisée dans la planification de séjours de chirurgie esthétique en Tunisie.Les opérat
doc_109504	right	left	pressreader_com	web1	web	China Daily SmartEdition On-demand narration is a great feature for users who like to listen to their magazine while multitasking or who are visually impaired. Love an article? Share it! You can get a direct link to an article, post it on Facebook and Twitter, email it or copy it onto a note-taking 
doc_263939	right	left	fdesouche_com	web1	web	Les curieuses économies de la CPAM du Rhône Pour les personnes désireuses de partir plus d’un mois à l’étranger, la caisse primaire d’assurance maladie dispose d’un système de dérogation permettant au pharmacien de délivrer et de facturer le nombre de mois souhaités par le patient en une seule fois.
doc_229072	right	left	fdesouche_com	web1	web	Besancenot veut des frontières ouvertes Trois jours après avoir annoncé qu’il ne serait pas candidat à la présidentielle, Olivier Besancenot était, hier, aux Rencontres anticapitalistes méditerranéennes, au théâtre Toursky. Vingt-six délégations de dix-neuf pays participaient à ces échanges destinés
doc_386679	left	right	worldbank_org	web1	web	Shocking ! L'association « SOS homophobie », qui bénéficiait d'un agrément du ministère de l'Éducation nationale pour faire des exposés dans les établissements scolaires, vient de se le voir retirer. Cela suite à la plainte d'une association catholique qui se faisait la porte-parole de parents décla
doc_435774	left	right	npa_lanticapitaliste_org	web1	web	UE2016 - Dire non, dire nous. Reconstruire la solidarité et l’émancipation Avec Edwy Plenel, journaliste, essayiste et cofondateur de Mediapart. Débat animé par Manuel Cervera-Marzal. (Le son n’est pas très bon au début, mais cela s’améliore ensuite)
doc_228007	right	left	fdesouche_com	web1	web	Rocard propose de travailler moins de 35 heures par semaine L’ex-Premier ministre socialiste Michel Rocard a préconisé samedi de remettre le thème du temps du travail «sur la table des négociations entre syndicats et patronat». Il a prôné un abaissement de la durée légale «à moins de 35 heures par s
doc_014010	left	right	xoeditions_com	web1	web	Révolution Révolution Dans ce livre publié en novembre 2016, Emmanuel Macron, alors candidat à l’élection présidentielle, raconte pour la première fois son histoire personnelle, ses inspirations, sa vision de la France et de son avenir, dans un monde nouveau qui vit une « grande transformation » com
doc_400954	left	right	worldbank_org	web1	web	Un petit Jésus... laïc ? Le conseil d’État a donné son avis : les crèches de Noël , avec l’âne, le boeuf et le petit Jésus, peuvent être installées dans des mairies ou bâtiments publics, alors que des associations non religieuses avaient porté plainte contre de telles initiatives. Toutefois, selon l
doc_166317	right	left	fdesouche_com	web1	web	Face au «techno-libéralisme» de Macron et à «l'extrême droite» de Zemmour et Le Pen, plus de 1500 élus appellent à l'union de la gauche pour la présidentielle 1543 élus, dont Martine Aubry, Carole Delga, Stéphane Troussel…, appellent dans cette tribune à l’union de la gauche pour la présidentielle a
doc_396882	left	right	worldbank_org	web1	web	La vie exemplaire de Jean Sarkozy : Un héros de notre temps La probable nomination de Jean Sarkozy à la tête de l'organisme qui chapeaute le quartier d'affaires de la Défense, dans les Hauts-de-Seine, a fait couler beaucoup d'encre. En effet ce n'est pas tous les jours qu'un jeune de banlieue - le g
doc_087420	right	left	ammppu_sante_fr	web1	web	Ammppu Santé Ammppu – Magazine sur la santé A la Une Le choix de la rédaction Les plus populaires Tendances Actuelles En Profondeur Qui sommes-nous ? Passionnés par la nutrition et le bien-être, Paul et moi, Pierre, avons à cœur de partager des conseils éclairés et des informations fiables sur l’ali
doc_187089	right	left	fdesouche_com	web1	web	ACAB : un groupuscule menace de mort des policiers à Limoges, Périgueux et Grenoble, directement à leurs domiciles Des policiers et des CRS de Limoges, Périgueux et Grenoble ont découvert, mercredi, des courriers menaçant de mort ou de violences leurs familles. Ces lettres, parfois déposées directem
doc_244211	right	left	fdesouche_com	web1	web	Michael Moore accusé de pensées proches de celles de l’extrême droite serait victime de censure pour son documentaire «Planet of the humans» Dans un communiqué envoyé au site américain Deadline, Michael Moore et le réalisateur Jeff Gibbs affirment que leur film documentaire «Planet of the human» a é
doc_267656	right	left	fdesouche_com	web1	web	"Musique : ""Adiemus"" Paroles de la chanson du compositeur gallois Karl Jenkins, anciennement claviériste du groupe britannique Soft Machine. Il s’agit là d’un langage imaginaire donc intraduisible. Ariadiamus late ariadiamus da ari a natus late adua A-ra-va-re tu-e va-te a-ra-va-re tu-e va-te a-ra-va"
doc_350867	left	right	lafranceinsoumise_fr	web1	web	Allocution d’Adrien Quatennens à la sortie de l’Elysée Adrien Quatennens, coordinateur de la France insoumise, a tenu une allocution ce mercredi 22 juin 2022 à la sortie du Palais de l’Elysée : « J’ai dit au Président que la Première ministre devait se soumettre à un vote de confiance du Parlement e
doc_418391	left	right	noblogs_org	web1	web	Paris Intrusion sur le site d’un bétonneur ! Quelques centaines de personnes ont déboulé sur un site d’un bétonneur sur les quais de Seine en face de Lafarge, les gens ont tout d’abord fait un ravalement de façade au site avec de jolies banderoles, il y a eu plusieurs prises de paroles des orgas co-
doc_432447	left	right	npa_lanticapitaliste_org	web1	web	(77) Seine-et-Marne (77) Seine-et-Marne EntreprisesLes raffineurs de Grandpuits ont raison contre Total (tribune) Tribune publiée dans Libération En Seine-et-Marne, les grévistes dénoncent depuis des mois la catastrophe écologique et sociale qu’induirait le futur projet du géant pétrolier. Un collec
doc_523570	left	right	zoomdici_fr	web1	web	Appel : Pour une scène rap alternative et militante Appel : Pour une scène rap alternative et militante En pleine crise économique accentuant la détresse dans les cités, et d’inaudibilité de la scène hip hop dont une majorité des acteurs porte aujourd’hui un dis- cours consensuel, Skalpel, du groupe
doc_509820	left	right	contre_attaque_net	web1	web	Vu à Nantes : un graffiti des blocages du 10 septembre Incroyable : à Nantes, une fresque d’un style totalement nouveau, appelant aux blocages du 10 septembre, est apparue sur un mur. Les artistes anonymes ont directement peint un immense plan de l’agglomération avec les trois points de blocage déci
doc_358349	left	right	worldbank_org	web1	web	« L’état d’urgence, c’est débile » L’ancien juge antiterroriste français, Marc Trévidic, a déclaré au journal belge Le Soir : « N’imitez pas la France, l’état d’urgence, c’est débile. » Ce spécialiste de la lutte contre le terrorisme dénonce en effet « les flopées de perquisitions administratives qu
doc_526594	left	right	zoomdici_fr	web1	web	Lire : Mongin, « Francis Rissin » Lire : Mongin, « Francis Rissin » Depuis des années, on le dit, on l’entend partout, la France va mal. Mais soudain un nom surgit, annoncé par de mystérieuses affiches collées un peu partout : Francis Rissin. Homme providentiel, le leader attendu depuis longtemps, l
doc_219757	right	left	fdesouche_com	web1	web	Le MRAP solidaire des Tamouls de France Communiqué du MRAP Le MRAP appelle au rassemblement organisé vendredi 4 février à 14 h, place du Paraguay, par la Maison du Tamil Eelam. Le 4 février 1948, l’Ile de Ceylan accédait à l’indépendance sous le nom de Sri Lanka. Cette date n’est pas celle d’une lib
doc_331947	left	right	rura_fr	web1	web	Rura, l'association dédiée à la jeunesse rurale RURA, L’ASSOCIATION QUI LUTTE CONTRE LES FRACTURES TERRITORIALES EN PARIANT SUR LES JEUNES DE LA RURALITÉ ET DES PETITES VILLES Tu es élève entre la 4ème et le Bac+3 et tu as grandi dans une zone rurale ou une petite ville de France ? Tu te questionnes
doc_194420	right	left	fdesouche_com	web1	web	Besancenot et Mélenchon soutiennent l'appel à la grève générale d'Eric Drouet et de la CGT Invité de Bourdin Direct ce mercredi matin sur BFMTV et RMC, Olivier Besancenot, membre du Nouveau Parti anticapitaliste (NPA), a fait savoir qu’il y aura de nouvelles manifestations de gilets jaunes auxquelle
doc_031571	right	left	scottishpsc_org_uk	web1	web	Home GlobaLSUMUDFLOTILLA Keep our eyes on the Global Sumud Flotilla #SAILTOGAZA - Watch 24/7 LIVESTREAM OF GLOBAL SUMUD FLOTILLA ** - Al Jazeera Arabic live broadcast ** - Al Jazeera live text updates - Find out which countries are participating - TRACK the flotilla journey - Follow on Instagram Sco
doc_439325	right	left	rmx_news	web1	web	Fewer than 40% of migrants given deportation orders actually leave Europe In the European Union, less than 40 percent of expelled illegal immigrants eventually return to their country of origin or third country, the European Court of Auditors (ECA) has determined. Since 2008, around 500,000 foreign 
doc_381688	left	right	worldbank_org	web1	web	Tuons français ? Montebourg, ancien ministre de Hollande et candidat à la présidentielle, a dégainé le premier. Doublant ses rivaux Le Pen, Mélenchon et autres sur le terrain du nationalisme, il s’indigne que le Famas, fusil équipant l’armée française, soit bientôt remplacé par le HK 416 fabriqué en
doc_350719	left	right	lafranceinsoumise_fr	web1	web	Les délocalisations le Ministre s’en fiche : il regarde son téléphone Continuez d’utiliser votre téléphone tranquillement, Monsieur le Ministre. Me regardez pas. Me répondez pas. Voilà le mépris que vous avez, pas pour moi, je m’en fous, mais pour les millions de personnes qui souffrent depuis 30 an
doc_344872	left	right	lafranceinsoumise_fr	web1	web	CNews Punchline Mercredi 27 Juin 2018 Alexis Corbière a répondu aux questions de Laurence Ferrari dans l’émission Punchline, sur CNews ce mercredi 27 Juin. Il était face à Bruno Bonnel, député LREM, Jean-Claude Dassier, Christine Kelly, Jimmy Losfeld, Président de la FAGE et Pascal Preau. Ils ont dé
doc_332869	left	right	destincommun_fr	web1	web	La Terre du Milieu : un an après les législatives, la France modérée face à l'extrême-droite Le lundi 19 juin 2023 marque le premier anniversaire de l’élection de la nouvelle Assemblée Nationale et l’installation, pour la première fois, de 89 députés du Rassemblement National sur les bancs de l’hémi
doc_415025	left	right	worldbank_org	web1	web	manifestation contre la drogue et le pouvoir Au Liberia, des milliers de personnes ont manifesté contre le fléau du kush, une drogue de synthèse peu chère et très addictive, qui ravage toute l’Afrique de l’Ouest. La pauvreté et le désespoir ont poussé un Libérien sur cinq à en consommer pour y trouv
doc_125513	right	left	fdesouche_com	web1	web	Les Civic Tech et les pouvoirs publics lancent une alliance mondiale pour sauver la démocratie Face à la tentation des extrêmes, à la déconnexion citoyenne vis-à-vis de la politique et à la puissance croissance d’acteurs économiques transnationaux comme les Gafa, une quarantaine de startups et d’org
doc_086958	right	left	edcom_fr	web1	web	Bouygues Télécom prévoit des centaines de licenciements Depuis l’arrivée du quatrième opérateur Free Mobile, les opérateurs mobiles historiques Orange, SFR et Bouygues Télécom ont vécu des mois mouvementés et ont dû s’adapter à ce raz de marée. L’arrivée de Free Mobile a engendré des points positifs
doc_455291	left	right	jaimemaboite_com	web1	web	Découvrez l’évènement Tout le monde dans l’entreprise peut être à l’initiative de cette fête qui peut se traduire par de petites actions symboliques mais aussi devenir un événement fédérateur. Les objectifs Depuis plus de 23 ans, la conjoncture et les études n’ont cessé de réaffirmer qu’il existe un
doc_267182	right	left	fdesouche_com	web1	web	L’Etat brade les forêts françaises aux multinationales Les services de l’Etat, chargés de conserver et développer les ressources de nos forêts, succombent aux sirènes du lobby industriel : dans le Lot, soixante-dix hectares de vergers à graines forestiers vont être vendus pour destruction à une mult
doc_183076	right	left	fdesouche_com	web1	web	« La ville de Gardanne (13) et son maire ont choisi d’accueillir des populations Roms » Le Collectif aixois pour les Droits et la Dignité des Roms, des Immigrés et des Sans-Papiers (CADDRIS) salue l’attitude courageuse de la ville de Gardanne et de son maire qui ont choisi d’accueillir des populatio
doc_466013	left	right	ouvaton_org	web1	web	Sud éducation 95 condamne les délations de mineur-e-s dans les écoles, collèges et lycées - Sud Éducation 95 Lundi 2 novembre a eu lieu, dans des conditions d’impréparation déplorables, l’hommage à notre collègue assassiné Samuel Paty. Dans de nombreux établissements, cet hommage a donné lieu à des 
doc_295784	left	right	frontsyndical_classe_org	web1	web	Mort du chanteur engagé chilien Angel Parra - EX Front Syndical de Classe Hommage et occasion de rappeler que l'impérialisme des Etats-Unis et l'impérialisme occidental n'ont jamais laissé aucune tentative de construire une véritable alternative au capitalisme et à l'exploitation se dérouler sans qu
doc_207750	right	left	fdesouche_com	web1	web	Pierre Tartakowsky (LDH) : « dans certains endroits, la police agit comme une force d’occupation du territoire » « Force est de constater que dans certains endroits, la police agit comme une force d’occupation du territoire et elle confond contrôle et humiliation, attaque Pierre Tartakowsky de la LD
doc_414791	left	right	worldbank_org	web1	web	Mayotte : « le droit du pauvre est un mot creux » (L'Internationale) La loi Asile et Immigration, sur le point d'être adoptée au Parlement, est faite pour rendre la vie des migrants plus difficile en France métropolitaine... mais aussi à Mayotte. Une partie du texte vise spécialement les 20 000 Como
doc_438581	right	left	renaissancecatholique_fr	web1	web	Renaissance catholique - Renaissance Catholique Une femme exceptionnelle pour un homme d’exception Pendant que les médias du service public faisaient semblant de déplorer, du bout des lèvres, … Eglise universelle : Treize ans prisonnier des communistes Jean-Marie Schmitz, président de l’Association 
doc_380760	left	right	worldbank_org	web1	web	C’est la Bérézina Après 31 mois de gel, les pensions de retraite viennent d’être revalorisées de 0,1 %. Pour une pension de 1 000 euros, l’augmentation sera de 1 euro, soit un rattrapage de 3 centimes par mois de gel. Hollande n’a pas intérêt à aller serrer des mains dans les maisons de retraite.
doc_296610	left	right	granma_cu	web1	web	Video de la alocución de Raúl Castro Ruz Juan Raul Rivera Olivas dijo: 1 26 de noviembre de 2016 05:02:14 Giuseppe dijo: 2 26 de noviembre de 2016 05:34:59 Thiago dijo: 3 26 de noviembre de 2016 06:15:41 Heberto Ruiz Morales dijo: 4 26 de noviembre de 2016 06:16:53 Gladys Ovando Burgos dijo: 5 26 de
doc_243762	right	left	fdesouche_com	web1	web	L'immigration vue de l'autre côté de la Méditerranée « L’amitié franco-marocaine » est un poncif des discours des chefs de l’État français, des consuls et ambassadeurs. Mais du point de vue des Marocains, les choses ne sont pas si simples. Et pour preuve, le 6 décembre 2019, le journal casaoui Telqu
doc_159344	right	left	fdesouche_com	web1	web	Moi et ma banque Alors que les situations de surendettement se multiplient, la réalisatrice Isabelle Vigouroux montre de l’intérieur le durcissement de la relation entre les banquiers et leurs clients. Pour comprendre l’impact de la crise déclenchée voici un an, Isabelle Vigouroux explore de l’intér
doc_416948	left	right	ls_container_com	web1	web	สล็อตเว็บตรง ls-container โปรโมชั่นหลากหลาย เมื่อพูดถึงแพลตฟอร์ม ที่ตอบโจทย์นักเดิมพันอย่างแท้จริง ls-container สล็อตเว็บตรง ถือเป็นตัวเลือกที่ไม่ควรมองข้าม ด้วยข้อเสนอโปรโมชั่นหลากหลาย ที่ออกแบบมาเพื่อเอาใจสมาชิก ทั้งเก่าและใหม่ คุณจะได้พบกับโบนัสฝากเงินครั้งแรก เครดิตเพิ่มฟรี และกิจกรรมพิเศษ ที่จั
doc_442387	right	left	nltimes_nl	web1	web	Number of welfare recipients in Netherlands continues to rise Number of welfare recipients in Netherlands continues to rise The number of people in the Netherlands receiving welfare benefits continues to rise, Statistics Netherlands reported on Thursday. Between June 2016 and June 2017, this group i
doc_348174	left	right	lafranceinsoumise_fr	web1	web	Alexis Corbière BFMTV News et Compagnie Alexis Corbière était hier soir dans l’émission de Nathalie Lévy, sur BFMTV, face à Bruno Jeudy. Il a notamment été interrogé sur le Grand Débat du Président Emmanuel Macron, la Loi anti casseur de Castaner ainsi que sur la polémique Estrosi/Schiappa.
doc_515478	left	right	marsactu_fr	web1	web	La chambre régionale des comptes va passer au crible le plan Marseille en grand La chambre régionale des comptes va passer au crible le plan Marseille en grand La chambre régionale des comptes a décidé d'ausculter le plan Marseille en grand, dans le cadre de son évaluation des politiques publiques. 
doc_420004	left	right	francsjeux_com	web1	web	Pour payer les vaccins, le CIO mettra la main à la poche Il voulait rassurer. Il a tenu parole. Arrivé dimanche à Tokyo, pour sa première visite au Japon depuis le début de la crise sanitaire, Thomas Bach n’a pas laissé la fatigue du voyage et du décalage horaire lui tomber dessus et ralentir son pa
doc_467765	left	right	ania_net	web1	web	Les industries françaises agissent pour l'emploi en France - ANIA Ceci est notre biographie Les industries françaises agissent pour l’emploi en France Auteur L'industrie fabrique les emplois de demain Elles souhaitent rappeler que les industries françaises proposent des solutions pour résoudre le ch
doc_347163	left	right	lafranceinsoumise_fr	web1	web	Débat sur France Culture : Sous-estime-t-on la menace identitaire ? J’étais invitée sur @franceculture, avec Nicolas Lebourg et Alexandre Devecchio, dans l’émission Le Temps du Débat. Le thème : « A-t-on sous-estimé la #Menace#Identitaire ». Lien vers le replay de l’émission
doc_453064	left	right	phyto_victimes_fr	web1	web	Phyto-Victimes - Aide aux professionnels victimes des pesticides La problématique des victimes des pesticides nous concerne tous et toutes et chaque don compte alors merci de votre soutien ! Vos dons sont déductibles des impôt à hauteur de 66% Après déduction fiscale : Un don de 20€ vous coûte réell
doc_011537	left	right	contre_attaques_org	web1	web	Contre-attaqueR Les offensives contre les forces de l’antiracisme politique ont gagné en intensité ces dernières semaines. Elles visent en particulier Houria Bouteldja et le Parti des Indigènes de la République. (...) Massar D., la vingtaine à peine entamée, est mort le 22 novembre 2017 après 13 jou
doc_339996	left	right	yougov_com	web1	web	Convention citoyenne pour le climat – qu’en pensent les Français ? | YouGov 64% des Français ont déjà entendu parler de la Convention citoyenne pour le climat (72% des hommes contre 57% des femmes). L’opinion des Français sur cette initiative Dans le cadre de la Convention citoyenne pour le climat, 
doc_240555	right	left	fdesouche_com	web1	web	"Santé publique : ""Big Pharma, labos tout-puissants"" Plus riches et plus puissantes que jamais, les firmes pharmaceutiques orientent la recherche et le remboursement des soins. Enquête sur une industrie hors de contrôle, dont les intérêts ne coïncident pas toujours avec les impératifs de santé publiq"
doc_178312	right	left	fdesouche_com	web1	web	Enrichissons-nous de nos mutuelles ressemblances En 2012, l’université de Cambridge publiait une étude analysant les rapports entre les PDG et les conseils d’administration des 250 plus grandes entreprises françaises, de 1994 à 2001, en fonction de leur appartenance ou non à une grande école (ici). 
doc_294835	left	right	ploss_ra_fr	web1	web	Une synergie nécessaire entre acteurs FLOSS Une synergie nécessaire entre acteurs FLOSS En Auvergne Rhône-Alpes, l’écosystème du Numérique Libre est très vivant. Nous comptons notamment des structures très actives comme : Malgré cette activité, aucune communauté d’entreprises spécialisées FLOSS n’av
doc_342738	left	right	leslibraires_fr	web1	web	Mixité sociale et scolaire - Quel levier pour quel projet ? Autre version disponible Ni impression ni illusion, la ségrégation existe aujourd’hui bel et bien dans les établissements scolaires. Cette ségrégation fait de la France le pays de l’OCDE dans lequel le milieu social des élèves conditionne l
doc_453979	left	right	trustmyscience_com	web1	web	Nano-/microplastiques dans le cerveau : une étude révèle des niveaux alarmants, surtout chez les patients atteints de démence ⇧ [VIDÉO] Vous pourriez aussi aimer ce contenu partenaire Nano-/microplastiques dans le cerveau : une étude révèle des niveaux alarmants, surtout chez les patients atteints d
doc_363100	left	right	worldbank_org	web1	web	La recrudescence de la rougeole en Europe La rougeole, que l'on croyait quasiment éradiquée en Europe, revient en force : le nombre de cas recensés par les médecins généralistes en France ne cesse d'augmenter depuis ces dernières années : 604 en 2008, 14 000 en 2011. Ce n'est pas une maladie bénigne
doc_181142	right	left	fdesouche_com	web1	web	«A quand le démariage pour tous ?» Texte de Luc Vaillant dans Libération. Il serait temps de faire voler en éclats cette vieillerie religieuse codifiée par Napoléon, qui ne correspond plus à l’état des affections, des fornications et des procréations. A quoi sert-il de solenniser un serment d’exclus
doc_460839	left	right	mediacites_fr	web1	web	Mensonges et propos xénophobes, les vidéos accablantes d’un contrôle de police à Toulouse Trois minutes et quatorze secondes. C’est la durée totale de ces trois vidéos qui jettent une lumière crue sur la banalisation de la xénophobie et du mensonge dans les rangs de la Police aux Frontières de Blagn
doc_187664	right	left	fdesouche_com	web1	web	Roumanie : pour les 30 ans de la révolution, retour à Timisoara, première ville libérée du communisme (Màj) 17/12/2019 Timisoara a été le berceau de la contestation. 16/12/2019 En 1989, le peuple roumain parvenait à faire chuter le dictateur communiste Nicolae Ceausescu. Trois décennies plus tard, l
doc_522510	left	right	zoomdici_fr	web1	web	Lire : Guillou, « La fabrique de violence » Lire : Guillou, « La fabrique de violence » La Fabrique de violence, roman largement inspiré de l’expérience de son auteur, retrace deux ans de la vie d’Erik, un adolescent confronté à la violence dès son plus jeune âge. L’histoire se passe dans la Suède d
doc_016547	left	right	presenceafricaine_com	web1	web	Sénégal notre pirogue Le Kènèdougou, « pays de la lumière », est le nom du royaume qui, dans les marches historiques de l'ancien empire du Mali, a mené le combat ultime contre l'armée coloniale française. Sénégal notre pirogue ISBN: 9782708707825Prix Robert Delavignette de l'Académie d'Outre-Mer 200
doc_375940	left	right	worldbank_org	web1	web	Et pour vous ce sera ? Un Sarko-Vodka ! Deux chaînes de télévision belges ont diffusé une vidéo du début de la prestation de Nicolas Sarkozy devant la presse internationale, lors du sommet du G8. Celle-ci montre le président français dans un état ressemblant fort à l'ébriété. Commentaire du présenta
doc_398203	left	right	worldbank_org	web1	web	Ton univers impitoyaaaaaaable Juppé-le-Médiateur, sitôt arrivé, est reparti car Copé-la-ventouse s'accroche à son siège. Tandis que Fillon-le-Maudit le menace des foudres de la justice et que Sarkozy-le-Revenant s'agite en coulisse. Larry Hagman, l'acteur qui jouait le méchant dans la série Dallas, 
doc_350174	left	right	lafranceinsoumise_fr	web1	web	Mineurs isolés : nous avons un devoir d’humanité Michel LARIVE était l’invité de Cnews le mardi 29 septembre 2020 : Extrait 1 : Mineurs isolés : nous avons un devoir d’humanité « Nous avons un devoir d’humanité. Nous sommes le pays des droits de l’homme. Je suis universaliste, je donne la même impor
doc_295246	left	right	zona_media	web1	web	Informations sur :la Centrale UGTG Son site : Page d’accueil du site UGTG Sa Biographie :L’UGTG est un construit social en filiation de 1802, des hommes et des femmes qui se sont réunis pour refuser toutes les indignités et singulièrement le rétablissement de l’esclavage. Plus d’informations à la ru
doc_508398	left	right	foot_national_com	web1	web	Équipe de France U19 : Mahamadou Diawara renvoyé à l’OL… à cause du Ramadan ? Équipe de France U19 : Mahamadou Diawara renvoyé à l’OL… à cause du Ramadan ? La FFF aurait décidé de renvoyer l’international U19 français Mahamadou Diawara à Lyon après que ce dernier ait refusé d’accepter de ne pas jeûn
doc_333981	left	right	rdv_histoire_com	web1	web	Jaurès et les migrations | Les Rendez-vous de l'histoire Jaurès et les migrations Proposée par la Fondation Jean-Jaurès et la Société d’études jaurésiennes. Partir, à l’époque de Jaurès, c’est l’émigration mesurée vers l’empire colonial ou l’immigration de travailleurs, d’Europe ou de pays plus loin
doc_467692	left	right	cfici_org	web1	web	Le taux de chômage reste stable en Iran, à 9,2 % au 1e trimestre Le taux de chômage, chez la population iranienne économiquement active de plus de 15 ans, reste stable en Iran à 9.2% au premier trimestre, selon un rapport de l’agence de statistiques du gouvernement iranien. IRNA– Le Centre statistiq
doc_452099	right	left	krone_at	web1	web	Sieben Asyl-Betreuungsstellen werden stillgelegt Österreich weist bei Erstanträgen von Asylwerbern heuer den zweitstärksten Rückgang unter den 28 EU-Staaten auf. Zudem sind bis Ende Juli mehr als 3000 Menschen freiwillig in ihre Heimatländer zurückgekehrt, weitere 4067 Personen wurden zwangsweise au
doc_510960	left	right	delegfrance_org	web1	web	Traité ciel ouvert : conférence des États Parties sur le retrait russe Traité ciel ouvert : conférence des États Parties sur le retrait russe Le 18 juin 2021, la Russie annonçait officiellement son intention de se retirer du Traité Ciel Ouvert (TCO), au terme d’une procédure interne longue de plusie
doc_410987	left	right	worldbank_org	web1	web	Immigration : Les patrons veulent des immigrés, quand ça les arrange Au moment où Sarkozy veut «doubler les reconduites à la frontière», comme il l'a indiqué dans une circulaire envoyée aux préfets le 22 octobre, le Conseil économique et social vient de donner ses conclusions en matière d'immigratio
